,id,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,host_verified,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latitude,localized_city,reviews_scores_location,longitude,max_nights,min_nights,monthly_price_factor,name,person_capacity,picture_count,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_and_property_type,room_type,room_type_category,space_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,paikkakunnat,NIMI
74,30981155,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,33,nan,nan,0,0,0,1,Entire apartment,60.17217,Helsinki,nan,24.945,1125,1,0.85,Central Studio,2,5,88,1.0,100%,within an hour,0.0,nan,40,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,,0.0,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi,Kamppi
75,20648483,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,0,nan,nan,0,0,0,0,Private room,60.24037,Helsinki,nan,25.09604,1125,1,0.0,Cosy and comfortable apartment,2,6,41,1.0,100%,within an hour,0.0,nan,69,Private room in apartment,Private room,private_room,Private room,3.6-4.4/5.0,,0.0,0.98,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kluuvi,Kluuvi
76,14336951,nan,0.0,0.0,0.0,3.6-4.4/5.0,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,nan,Helsinki,22,nan,nan,0,0,0,0,Entire apartment,60.17222,Helsinki,nan,24.92843,14,1,0.75,Comfortable 1 bedroom apartment in downtown,3,10,95,1.0,100%,within an hour,0.0,nan,121,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,,0.0,0.85,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Roihuvuori,Roihuvuori
77,18012739,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,nan,Helsinki,49,nan,nan,1,0,0,1,Entire apartment,60.15996,Helsinki,nan,24.93835,1125,1,0.8,Classic Nordic Apartment in Hip Punavuori Design District,4,14,128,1.0,100%,within a few hours,0.0,nan,95,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,,0.0,0.9,33,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kamppi,Kamppi
78,35246331,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,0,nan,nan,0,0,0,1,Private room,60.2619,Helsingfors,nan,25.06961,6,1,0.0,Cosy shared apartment,2,7,39,1.0,100%,within a few hours,0.0,nan,37,Private room in apartment,Private room,private_room,Private room,4.5-5.0/5.0,,0.0,0.0,11,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,Kruununhaka,Kruununhaka
79,36044616,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,2.0,4.0,1,CANCEL_MODERATE,nan,Helsinki,54,nan,nan,0,0,0,0,Entire apartment,60.16517,Helsinki,nan,24.94694,1125,2,0.0,Gorgeous 2BR apartment by the Esplanade Park,8,14,142,1.0,100%,within an hour,0.0,nan,26,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,,0.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi,Kamppi
80,21368320,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,22,10/10,10/10,0,0,0,1,Entire apartment,60.19322,Helsinki,10/10,24.95705,1125,1,0.85,Lovely city apartment in Vallila,3,18,90,1.0,100%,within an hour,214.0,95-100/100,175,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,10.0,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Konala,Konala
81,21373833,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,0,0,0,Entire apartment,60.16448000000001,Helsinki,10/10,24.93806,1125,2,0.0,New modern apartment in the Design District,4,15,109,1.0,100%,within an hour,214.0,95-100/100,47,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,10.0,214.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Kamppi,Kamppi
82,41222077,10/10,1.0,1.0,0.0,nan,1.0,1.0,2.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,0,0,0,Entire apartment,60.1648,Helsingfors,10/10,24.92438,1125,2,0.0,Pohjoismaisella tyylillä sisustettu asunto!,4,9,83,1.0,100%,within an hour,214.0,95-100/100,1,Entire apartment,Entire home/apt,entire_home,Entire apartment,nan,10.0,214.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi,Kamppi
83,43026916,10/10,1.0,1.0,0.0,nan,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,1,0,Entire apartment,60.16383,Helsingfors,10/10,24.92686,1125,1,0.95,Central appartment Helsinki Kamppi,2,8,53,1.0,100%,within an hour,214.0,95-100/100,0,Entire apartment,Entire home/apt,entire_home,Entire apartment,nan,10.0,214.0,0.95,11,163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ullanlinna,Ullanlinna
84,27325365,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,10,10/10,10/10,0,0,0,1,Entire condominium,60.16664,Helsingfors,10/10,24.93078,1125,1,0.95,Studio apartment close everything,2,10,112,37.0,100%,within an hour,214.0,95-100/100,163,Entire condominium,Entire home/apt,entire_home,Entire condominium,4.5-5.0/5.0,10.0,214.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Siltasaari,Siltasaari
85,11393587,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,0.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,16,10/10,10/10,0,0,0,0,Entire apartment,60.1722,Helsinki,10/10,24.94511,1125,1,0.85,"Disinfected well, next to the Central station",4,12,118,1.0,100%,within an hour,214.0,95-100/100,385,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,10.0,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Kamppi,Kamppi
86,40891430,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,10,10/10,10/10,0,0,0,1,Entire apartment,60.20322,Helsinki,10/10,25.05827,1125,1,0.8,Feel right at home in Helsinki / Free WiFi,2,13,82,1.0,100%,within an hour,214.0,95-100/100,24,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,10.0,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Linjat,Linjat
87,18056441,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,0,0,0,0,Entire apartment,60.16396999999999,Helsinki,10/10,24.92801,1125,1,0.85,Disinfected well & central Kalevankatu home,4,25,106,1.0,100%,within an hour,214.0,95-100/100,195,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,10.0,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Kluuvi,Kluuvi
88,32062249,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,0,1,Entire apartment,60.17482,Helsingfors,10/10,24.95901,1125,1,0.8,Casa Kruna,3,12,90,1.0,100%,within an hour,214.0,95-100/100,55,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,10.0,214.0,0.9,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Etu-Töölö,Etu-Töölö
89,16106110,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,22,10/10,10/10,0,0,0,1,Entire apartment,60.16369,Helsinki,10/10,24.92686,5,1,0.71,Delightful two room apartment in central Helsinki,3,9,89,1.0,100%,within an hour,214.0,95-100/100,15,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,10.0,214.0,0.86,22,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kamppi,Kamppi
90,41799984,10/10,1.0,1.0,0.0,nan,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,0,0,Hostel room,60.17876999999999,Helsingfors,10/10,24.9578,1125,1,0.0,2-х местный. №4. · Hotel-hostel INNTOURIST in the CENTER of Helsinki,2,16,55,45.0,100%,within an hour,214.0,95-100/100,0,Private room in hostel,Private room,private_room,Hostel room,nan,10.0,214.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Ullanlinna,Ullanlinna
91,41083834,10/10,1.0,1.0,0.0,nan,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,1,0,Private room,60.23954000000001,Helsinki,10/10,24.85264,1125,1,0.9,"Private room/sauna,in a cosy flat near HKI city",2,7,31,1.0,100%,within a few hours,214.0,95-100/100,0,Private room in apartment,Private room,private_room,Private room,nan,10.0,214.0,0.95,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Linjat,Linjat
92,26730354,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,4.0,1.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,0,0,0,0,Private room,60.23279,Helsinki,10/10,25.03018,1125,1,0.69,"Huone viisiöstä vuokrataan, hyvät julkiset kulkuyhteydet.",2,13,39,1.0,100%,within an hour,214.0,95-100/100,35,Private room in apartment,Private room,private_room,Private room,3.6-4.4/5.0,10.0,214.0,0.88,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Kumpula,Kumpula
93,36127077,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,3.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,0,1,Private room,60.25662,Helsinki,10/10,24.98816,21,1,0.8,Studio -like space in a peaceful neighbourhood,2,14,54,53.0,100%,within an hour,214.0,95-100/100,42,Private room in guest suite,Private room,private_room,Private room,4.5-5.0/5.0,10.0,214.0,0.9,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,Itä-Pasila,Itä-Pasila
94,37279768,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,33,10/10,10/10,0,0,0,1,Entire apartment,60.17158000000001,Helsinki,10/10,24.9444,1125,1,0.0,Downtown family comfort beauty,6,8,116,1.0,100%,within an hour,385.0,80-94/100,16,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,10.0,385.0,0.0,22,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Itä-Pasila,Itä-Pasila
95,22759628,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,11,10/10,10/10,0,0,0,0,Private room,60.17876999999999,Helsingfors,10/10,24.95429,20,1,0.9,Up the Stairs Bedroom Deluxe,2,10,65,37.0,100%,within an hour,385.0,80-94/100,51,Private room in condominium,Private room,private_room,Private room,3.6-4.4/5.0,10.0,385.0,0.9,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Pikku Huopalahti,Pikku Huopalahti
96,21821456,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,4.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,0,0,0,Entire apartment,60.17111,Helsinki,10/10,24.92836,1125,2,0.0,New cozy apartment with best location in Helsinki,6,11,122,1.0,100%,within an hour,385.0,80-94/100,62,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,10.0,385.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Kamppi,Kamppi
97,31390306,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,0.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,24,10/10,10/10,0,0,0,0,Entire condominium,60.18456,Helsingfors,10/10,24.95495,7,1,0.0,A beautiful Studio in trendy Kallio/Torkkelinmäki,3,14,101,37.0,100%,within an hour,385.0,80-94/100,10,Entire condominium,Entire home/apt,entire_home,Entire condominium,4.5-5.0/5.0,10.0,385.0,0.85,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,Taka-Töölö,Taka-Töölö
98,21571373,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,4.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,0,0,0,Entire apartment,60.16455,Helsinki,10/10,24.94293,1125,2,0.0,Charming apartment in the Design District,6,15,115,1.0,100%,within an hour,385.0,80-94/100,78,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,10.0,385.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Vilhonvuori,Vilhonvuori
99,40342883,10/10,1.0,1.0,0.0,4.5-5.0/5.0,2.0,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,20,10/10,10/10,0,0,0,0,Entire apartment,60.18906,Helsingfors,10/10,24.9151,1125,1,0.8,Urban center studio Töölö,4,7,88,1.0,100%,within an hour,385.0,80-94/100,16,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,10.0,385.0,0.85,16,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö,Etu-Töölö
100,15459751,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,7.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,0,10/10,10/10,0,0,0,1,Entire apartment,60.22709,Helsinki,10/10,24.96264,360,1,0.85,Spacious 2-Room Apartment Near Airport and City,10,43,95,1.0,100%,within an hour,385.0,80-94/100,237,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,10.0,385.0,0.9,22,272,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Pikku Huopalahti,Pikku Huopalahti
101,26804939,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,0,10/10,10/10,0,0,0,0,Entire apartment,60.18366999999999,Helsinki,10/10,24.94319,1125,1,0.7,"Two rooms in Kallio, spacious and convenient.",4,5,83,1.0,50-89%,within a few hours,385.0,80-94/100,36,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,10.0,385.0,0.8,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Kamppi,Kamppi
102,41006272,10/10,1.0,1.0,0.0,nan,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,5,10/10,10/10,0,0,0,0,Shared room,60.17186,Helsingfors,10/10,24.91893,1125,1,0.0,"Shared Room in Central Area, Upscale yet relaxed",2,6,45,1.0,100%,within an hour,385.0,80-94/100,2,Shared room in apartment,Shared room,shared_room,Shared room,nan,10.0,385.0,0.0,11,434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Punavuori,Punavuori
103,41800605,10/10,1.0,1.0,0.0,nan,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,0,0,Hostel room,60.17928000000001,Helsingfors,10/10,24.95824,1125,1,0.0,2-х местный. №5. · Hotel-hostel INNTOURIST in the CENTER of Helsinki,2,18,55,45.0,100%,within an hour,385.0,80-94/100,0,Private room in hostel,Private room,private_room,Hostel room,nan,10.0,385.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Kamppi,Kamppi
104,31800006,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,2.0,3.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,49,10/10,10/10,0,0,0,1,Entire apartment,60.16141,Helsinki,10/10,24.93654,1125,1,0.0,Central 2-Bedroom Design Apartment,6,15,164,47.0,100%,within an hour,385.0,80-94/100,36,Entire serviced apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,10.0,385.0,0.0,33,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Harju,Harju
105,41639650,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,2.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,0,0,Entire apartment,60.17999,Helsinki,10/10,24.95602,7,1,0.85,Skandinaavinen minimalistin kaunis yksiö,2,9,90,1.0,100%,within a few hours,385.0,80-94/100,5,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,10.0,385.0,0.89,0,4347,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kontula,Kontula
106,11349996,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.5,2.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,43,10/10,10/10,0,0,0,0,Entire apartment,60.16944,Helsinki,10/10,24.93189,90,1,0.84,You can´t be more central than this,5,46,201,1.0,0-49%,unknown,385.0,80-94/100,204,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,10.0,385.0,0.9,22,217,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Kamppi,Kamppi
107,11995784,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_MODERATE,10/10,Helsinki,27,10/10,10/10,0,0,0,0,Private room,60.16588,Helsinki,10/10,24.9436,60,1,0.65,"Spacious room in a strict centre, Design District",2,14,96,1.0,100%,within an hour,385.0,80-94/100,112,Private room in apartment,Private room,private_room,Private room,4.5-5.0/5.0,10.0,385.0,0.9,22,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Kluuvi,Kluuvi
108,28039361,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,2.0,3.0,1,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,0,0,0,1,Entire loft,60.17633000000001,Helsinki,10/10,24.92625,1125,1,0.0,Cosy and elegant city center  apartment with sauna,6,23,154,35.0,100%,within an hour,62.0,80-94/100,84,Entire loft,Entire home/apt,entire_home,Entire loft,4.5-5.0/5.0,9.0,62.0,0.0,11,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Alppila,Alppila
109,30979980,9/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,0.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,0,0,0,1,Entire apartment,60.16877,Helsinki,10/10,24.93597,1125,1,0.85,Charming Home in the City Centre,5,9,122,1.0,100%,within an hour,62.0,80-94/100,11,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,9.0,62.0,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö,Etu-Töölö
110,32969952,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,13,9/10,10/10,0,0,0,0,Entire apartment,60.15778,Helsinki,10/10,24.94277,1125,1,0.85,"Disinfected well,  2-room home in Eira-area",3,35,104,1.0,100%,within an hour,62.0,80-94/100,51,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,62.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö,Etu-Töölö
111,5831765,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,0,0,0,1,Entire apartment,60.17035,Helsinki,10/10,24.9462,1125,1,0.85,Modern Home 48,4,9,138,1.0,100%,within an hour,62.0,80-94/100,55,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,62.0,0.9,16,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Myllypuro,Myllypuro
112,35106534,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,2.0,0,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,0,0,0,1,Entire apartment,60.2136,Helsinki,10/10,24.90008,14,1,1.0,Authentic neighborhood near bustling city center,2,11,77,1.0,100%,within an hour,62.0,80-94/100,45,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,62.0,1.0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Kamppi,Kamppi
113,26629536,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,0,0,0,1,Entire apartment,60.17174,Helsinki,10/10,24.94574,1125,1,0.0,Downtown high in the sky beauty,8,30,167,1.0,100%,within an hour,62.0,80-94/100,144,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,62.0,0.0,33,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Ullanlinna,Ullanlinna
114,41005759,9/10,1.0,1.0,0.0,nan,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,7,9/10,10/10,0,0,0,0,Private room,60.17213,Helsingfors,10/10,24.91889,1125,1,0.0,"Stay in Central Area, Upscale yet relaxed",2,6,66,1.0,100%,within an hour,62.0,80-94/100,2,Private room in apartment,Private room,private_room,Private room,nan,9.0,62.0,0.0,8,434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Vallila,Vallila
115,37489336,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,0,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,0,0,0,1,Entire apartment,60.18866,Helsinki,10/10,24.95471,1125,1,0.8,"**30m2 Hippie district apartment, portable WIFI**",4,17,88,1.0,100%,within an hour,62.0,80-94/100,17,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,62.0,0.85,16,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,Siltasaari,Siltasaari
116,40478353,9/10,1.0,1.0,0.0,nan,1.5,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,16,9/10,10/10,0,0,0,0,Private room,60.2335,Helsinki,10/10,24.9645,7,1,0.0,Pieni asuntovaunu metsän laidalla.,2,10,35,38.0,100%,within an hour,62.0,80-94/100,2,Private room in bungalow,Private room,private_room,Private room,nan,9.0,62.0,0.0,11,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,Nordsjön kartano,Nordsjön kartano
117,40571070,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,0,0,0,0,Entire apartment,60.16604,Helsinki,10/10,24.93096,1125,2,0.0,Central 1BR city apartment with park view,4,7,115,1.0,100%,within an hour,62.0,80-94/100,5,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,62.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Meri-Rastila,Meri-Rastila
