accuracy_rating,allows_children,allows_events,allows_infants,allows_pets,allows_smoking,amenity_ids,available_30,avg_rating,bathrooms,bedroom_label,bedrooms,beds,can_instant_book,cancel_policy,checkin_rating,city,cleaning_fee,cleanliness_rating,communication_rating,guest_overall_satisfaction,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latest_review,latitude,listing_url,localized_city,localized_neighborhood,location_rating,longitude,max_nights,min_nights,monthly_price_factor,name,neighborhood,p3_summary_address,p3_summary_title,person_capacity,picture_count,preview_amenities,price_night,price_string,property_type_id,rate_type,requires_license,response_rate,response_time,review_count,review_score,reviews_count,room_and_property_type,room_type,room_type_category,self_checkin,space_type,star_rating,value_rating,visible_review_count,weekly_price_factor,extra_people,security,amenities,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance
,,,,,,"[96, 4, 37, 40, 8, 41, 44, 45, 77, 47, 21, 85, 57, 91, 93, 30]",,4.67,0.5,Studio,0.0,1.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsingfors,0,,,,False,22858494,False,False,False,Entire apartment,,60.167080000000006,https://www.airbnb.com/api/v2/pdp_listing_details/22858494?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kamppi,,24.93492,1125,1,0.0,SPACIOUS AND SIMPLE IN THE HEART OF HELSINKI 26m2,Kamppi,,,2,17,"Wifi,Kitchen,Heating",,$38,1.0,nightly,,,,,,365,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5,,,0.9,0,0,"Elevator, Wifi, Kitchen, Hair dryer, Shampoo, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Dishes and silverware, Refrigerator, Stove, Private entrance, Bed linens, First aid kit",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
,,,,,,"[64, 129, 1, 4, 8, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 31, 96, 33, 34, 35, 36, 103, 40, 104, 41, 43, 44, 45, 46, 47]",,4.81,1.5,1 bedroom,1.0,3.0,False,CANCEL_MODERATE,,Helsinki,0,,,,False,16501244,False,False,True,Entire condominium,,60.16653,https://www.airbnb.com/api/v2/pdp_listing_details/16501244?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,,24.93362,60,1,0.8,"Cozy super central 60m2 family apartment, Netflix",Kamppi,,,7,22,"Wifi,Kitchen,Heating",,$58,37.0,nightly,,,,,,327,Entire condominium,Entire home/apt,entire_home,,Entire condominium,5.0,,,0.88,8,217,"Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, High chair, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Host greets you, Luggage dropoff allowed, Long term stays allowed, Bed linens, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
,,,,,,"[1, 2, 4, 8, 10, 77, 85, 21, 23, 89, 90, 91, 92, 93, 30, 94, 95, 287, 96, 35, 36, 39, 40, 41, 45, 46, 47, 57]",,4.8,1.0,1 bedroom,1.0,4.0,True,CANCEL_FLEXIBLE,,Vantaa,0,,,,False,35440127,False,False,True,Entire apartment,,60.32108,https://www.airbnb.com/api/v2/pdp_listing_details/35440127?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Vantaa,,,24.855220000000003,1125,1,0.0,Stylish Apartment near Helsinki Vantaa Airport,,,,6,13,"Wifi,Kitchen,Heating",,$42,1.0,nightly,,,,,,91,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,,,0.0,0,0,"Elevator, Wifi, Kitchen, Cable TV, Hair dryer, Iron, Shampoo, TV, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Paid parking on premises, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Private entrance, Bed linens, Fire extinguisher, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,"[96, 1, 33, 34, 131, 35, 4, 36, 37, 40, 8, 41, 45, 77, 21, 85, 89, 90, 91, 93, 30, 94, 287, 95]",,4.79,1.0,1 bedroom,1.0,1.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,,False,28982354,False,False,True,Shared room,,60.158669999999994,https://www.airbnb.com/api/v2/pdp_listing_details/28982354?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ullanlinna,,24.944229999999997,6,1,0.0,Shared apartment near the city center and the sea,Ullanlinna,,,3,3,"Wifi,Kitchen,Heating",,$26,1.0,nightly,,,,,,115,Shared room in apartment,Shared room,shared_room,,Shared room,5.0,,,0.0,0,0,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Shampoo, TV, Washer, Heating, Essentials, Hot water, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Bed linens, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
,,,,,,"[64, 66, 4, 132, 5, 73, 77, 85, 89, 90, 93, 30, 287, 33, 611, 35, 36, 37, 39, 103, 40, 104, 41, 42, 44, 45, 46, 47, 627, 51, 53, 56]",,,4.0,1 bedroom,1.0,1.0,True,CANCEL_FLEXIBLE,,Helsinki,0,,,,False,41969547,False,True,False,Hostel beds,,60.17884,https://www.airbnb.com/api/v2/pdp_listing_details/41969547?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kruununhaka,,24.95787,1125,1,0.0,№11· Hostel INNTOURIST in the CENTER of Helsinki,Kruununhaka,,,1,14,"Wifi,Heating",,$24,45.0,nightly,,,,,,2,Shared room in hostel,Shared room,shared_room,,Hostel beds,,,,0.0,0,0,"Wifi, Air conditioning, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s books and toys, High chair, Room-darkening shades, Paid parking on premises, Coffee maker, Dishes and silverware, Microwave, Keypad, Luggage dropoff allowed, Long term stays allowed, Bed linens, Shower gel, Waterfront, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,"[96, 1, 33, 2, 35, 4, 40, 104, 8, 41, 9, 45, 46, 88, 89, 90, 91, 93, 30, 94, 95]",,,1.0,1 bedroom,1.0,2.0,True,CANCEL_FLEXIBLE,,Helsingfors,11,,,,False,42901953,False,True,False,Entire apartment,,60.16563000000001,https://www.airbnb.com/api/v2/pdp_listing_details/42901953?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kamppi,,24.92996,1125,1,0.9,Beautiful apartment in the Centre Helsinki.,Kamppi,,,4,13,"Wifi,Kitchen,Free parking,Heating",,$55,1.0,nightly,,,,,,1,Entire apartment,Entire home/apt,entire_home,,Entire apartment,,,,0.9,0,2173,"Free parking on premises, Wifi, Kitchen, Cable TV, Hair dryer, Iron, Shampoo, TV, Washer, Heating, Essentials, Pocket wifi, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Long term stays allowed, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,"[33, 35, 4, 37, 40, 8, 12, 44, 45, 46, 21, 85, 86, 30]",,4.91,1.0,1 bedroom,1.0,1.0,False,CANCEL_FLEXIBLE,,Helsingfors,0,,,,False,21557494,False,False,True,Private room,,60.181259999999995,https://www.airbnb.com/api/v2/pdp_listing_details/21557494?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kruununhaka,,24.95034,7,1,0.0,A room with a view,Kruununhaka,,,1,6,"Wifi,Kitchen,Heating",,$49,1.0,nightly,,,,,,162,Private room in apartment,Private room,private_room,,Private room,5.0,,,0.0,0,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Washer, Hangers, Heating, Essentials, Bed linens, Extra pillows and blankets, Smoke alarm, First aid kit",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,,,"[1, 67, 4, 8, 73, 10, 77, 85, 21, 87, 89, 90, 91, 93, 30, 94, 33, 35, 100, 36, 101, 40, 104, 296, 41, 42, 44, 45, 109, 46, 110, 111, 47, 112, 113, 51, 54, 118, 57, 127]",,4.84,1.0,Studio,0.0,2.0,True,CANCEL_MODERATE,,Helsingfors,27,,,,False,32799667,False,False,True,Entire apartment,,60.17029,https://www.airbnb.com/api/v2/pdp_listing_details/32799667?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kluuvi,,24.94813,1125,1,0.0,Cute apartment in the very heart of Helsinki,Kluuvi,,,4,21,"Wifi,Kitchen,Heating",,$64,1.0,nightly,,,,,,138,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,,,0.0,33,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Ethernet connection, Hot water, Room-darkening shades, Window guards, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Lockbox, Private entrance, Long term stays allowed, Bed linens, Patio or balcony, Garden or backyard, Carbon monoxide alarm, Smoke alarm, No stairs or steps to enter, Wide entrance for guests, Well-lit path to entrance, Step-free path to entrance, Wide hallways, Accessible-height bed, Step-free shower, No stairs or steps to enter",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
,,,,,,"[96, 1, 35, 4, 40, 8, 41, 44, 45, 77, 47, 21, 57, 58, 91, 93, 30, 94, 31, 95]",,4.87,1.5,Studio,0.0,2.0,True,CANCEL_MODERATE,,Helsingfors,16,,,,False,18230458,False,False,True,Entire apartment,,60.17771,https://www.airbnb.com/api/v2/pdp_listing_details/18230458?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Etu-Töölö,,24.92905,1125,1,0.9,"Beautiful park view, quiet and tidy apartment!",Etu-Töölö,,,2,12,"Wifi,Kitchen,Heating",,$76,1.0,nightly,,,,,,76,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,,,0.95,0,0,"Elevator, Wifi, Kitchen, Hair dryer, Shampoo, TV, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Cooking basics, Dishes and silverware, Refrigerator, Oven, Stove, Private entrance, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
,,,,,,"[129, 4, 8, 77, 85, 21, 89, 90, 91, 92, 93, 30, 94, 95, 31, 96, 33, 34, 35, 36, 40, 104, 41, 44, 45, 46, 47, 57]",,4.84,1.0,Studio,0.0,2.0,False,CANCEL_MODERATE,,Helsinki,11,,,,False,25500683,False,False,True,Entire condominium,,60.165519999999994,https://www.airbnb.com/api/v2/pdp_listing_details/25500683?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,,24.93575,1125,1,0.9,Cozy apartment in the center of Helsinki,Kamppi,,,3,27,"Wifi,Kitchen,Heating",,$77,37.0,nightly,,,,,,93,Entire condominium,Entire home/apt,entire_home,,Entire condominium,5.0,,,0.93,33,217,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Host greets you, Private entrance, Long term stays allowed, Bed linens, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
,,,,,,"[129, 33, 2, 4, 40, 8, 10, 44, 45, 49, 21, 30, 31]",,4.72,1.0,Studio,0.0,1.0,True,CANCEL_MODERATE,,Helsinki,26,,,,False,11468881,False,False,False,Entire apartment,,60.16025,https://www.airbnb.com/api/v2/pdp_listing_details/11468881?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ullanlinna,,24.94361,1124,1,0.0,Studio in the heart of Helsinki,Ullanlinna,,,2,9,"Wifi,Kitchen,Heating",,$75,1.0,nightly,,,,,,503,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5,,,0.9,0,217,"Elevator, Wifi, Kitchen, Cable TV, Hair dryer, Washer, Hangers, Heating, Essentials, Paid parking off premises, Host greets you",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
,,,,,,"[35, 4, 36, 8, 40, 44, 46]",,4.67,1.5,1 bedroom,1.0,1.0,True,CANCEL_FLEXIBLE,,Helsinki,0,,,,False,42403312,False,False,False,Entire apartment,,60.1841,https://www.airbnb.com/api/v2/pdp_listing_details/42403312?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kluuvi,,24.94869,180,1,0.85,Central Apartment Helsinki Kallio,Kluuvi,,,4,5,"Wifi,Kitchen",,$52,1.0,nightly,,,,,,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5,,,0.85,16,163,"Wifi, Kitchen, Iron, Hangers, Essentials, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,,,"[129, 33, 34, 35, 4, 37, 39, 40, 41, 9, 42, 107, 44, 45, 77, 46, 47, 85, 86, 23, 90, 91, 93, 30]",,4.61,1.0,1 bedroom,1.0,1.0,False,CANCEL_FLEXIBLE,,Helsinki,11,,,,False,11540653,False,False,False,Entire guest suite,,60.20571999999999,https://www.airbnb.com/api/v2/pdp_listing_details/11540653?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,,24.95808,10,1,1.0,Cosy room in a picturesque area,,,,2,14,"Hosted by a business,Wifi,Free parking,Heating",,$48,53.0,nightly,,,,,,186,Entire guest suite,Entire home/apt,entire_home,,Entire guest suite,4.5,,,1.0,11,0,"Free parking on premises, Wifi, Dryer, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Free street parking, Coffee maker, Dishes and silverware, Refrigerator, Host greets you, Cleaning before checkout, Bed linens, Extra pillows and blankets, Fire extinguisher, Smoke alarm, First aid kit",0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
,,,,,,"[1, 33, 34, 35, 4, 36, 5, 37, 39, 40, 8, 41, 9, 42, 44, 45, 47, 15, 16, 27, 30]",,,1.0,1 bedroom,1.0,,True,CANCEL_FLEXIBLE,,Helsingfors,0,,,,False,42922180,False,True,False,Private room,,60.199569999999994,https://www.airbnb.com/api/v2/pdp_listing_details/42922180?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,,,24.93986,1125,1,0.0,Welcome to a clean private room,,,,2,5,"Wifi,Kitchen,Free parking,Heating",,$26,40.0,nightly,,,,,,0,Private room in guesthouse,Private room,private_room,,Private room,,,,0.0,0,0,"Free parking on premises, Gym, Wifi, Kitchen, Breakfast, Indoor fireplace, Air conditioning, Dryer, Hair dryer, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Lock on bedroom door, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
,,,,,,"[1, 33, 34, 35, 4, 36, 5, 103, 40, 104, 8, 41, 45, 77, 46, 85, 86, 91, 92, 30]",,4.33,1.0,1 bedroom,1.0,3.0,True,CANCEL_MODERATE,,Helsingfors,0,,,,False,42521388,False,False,False,Private room,,60.19797,https://www.airbnb.com/api/v2/pdp_listing_details/42521388?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Taka-Töölö,,24.93661,1125,1,0.69,Clean Room w/balcony near City Center & Kallio,Taka-Töölö,,,3,11,"Wifi,Kitchen,Heating",,$35,1.0,nightly,,,,,,6,Private room in apartment,Private room,private_room,,Private room,4.5,,,0.9,9,97,"Wifi, Kitchen, Air conditioning, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Heating, Essentials, Hot water, Dishwasher, Refrigerator, Luggage dropoff allowed, Long term stays allowed, Bed linens, Extra pillows and blankets, Carbon monoxide alarm, Smoke alarm",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
,,,,,,"[129, 1, 2, 4, 134, 8, 9, 10, 11, 21, 23, 30, 287, 33, 34, 35, 36, 37, 40, 41, 42, 44, 45, 46, 64, 66, 72, 73, 74, 77, 85, 86, 89, 90, 91, 92, 93, 94, 95, 96, 98, 611, 100, 102, 103, 104, 625, 626, 114, 627]",,4.66,1.5,1 bedroom,1.0,1.0,True,CANCEL_FLEXIBLE,,Helsinki,4,,,,False,39002105,False,False,True,Private room,,60.202980000000004,https://www.airbnb.com/api/v2/pdp_listing_details/39002105?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ruskeasuo,,24.8937,31,1,0.9,"NEW! Seaside marina, Helsinki, tram, sauna!",Ruskeasuo,,,3,10,"Wifi,Kitchen,Free parking,Heating",,$35,1.0,nightly,,,,,,32,Private room in apartment,Private room,private_room,,Private room,4.5,,,0.94,7,0,"Free parking on premises, Elevator, Wifi, Kitchen, Cable TV, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Beach essentials, Hot water, Children’s books and toys, Children’s dinnerware, High chair, Pack ’n Play/travel crib, Room-darkening shades, Paid parking off premises, Paid parking on premises, Single level home, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Barbecue utensils, Host greets you, Luggage dropoff allowed, Long term stays allowed, Bed linens, Extra pillows and blankets, Lock on bedroom door, Shower gel, Patio or balcony, Beachfront, Carbon monoxide alarm, Smoke alarm, First aid kit, Disabled parking spot",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
,,,,,,"[96, 33, 34, 35, 4, 100, 5, 40, 8, 41, 45, 77, 46, 21, 85, 89, 90, 91, 92, 93, 285, 30, 94, 95]",,4.62,1.0,1 bedroom,1.0,2.0,True,CANCEL_MODERATE,,Helsinki,38,,,,False,30949175,False,False,False,Entire apartment,,60.168009999999995,https://www.airbnb.com/api/v2/pdp_listing_details/30949175?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,,24.93224,1125,2,0.0,"Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",Kamppi,,,4,13,"Hosted by a business,Wifi,Kitchen,Heating",,$122,1.0,nightly,,,,,,42,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5,,,0.0,16,0,"Elevator, Wifi, Kitchen, Air conditioning, Dryer, Hair dryer, Iron, Shampoo, Washer, Heating, Essentials, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Bed linens, Patio or balcony, Smoke alarm",1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,,,"[129, 1, 4, 8, 12, 77, 85, 21, 86, 89, 90, 91, 92, 93, 30, 95, 96, 33, 611, 35, 40, 41, 44, 45, 46]",,4.88,1.5,1 bedroom,1.0,2.0,True,CANCEL_FLEXIBLE,,Helsinki,9,,,,False,32034311,False,False,True,Private room,,60.182109999999994,https://www.airbnb.com/api/v2/pdp_listing_details/32034311?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Taka-Töölö,,24.92645,12,1,1.0,A little comfortable room in the center,Taka-Töölö,,,2,6,"Wifi,Kitchen,Heating",,$55,37.0,nightly,,,,,,65,Private room in condominium,Private room,private_room,,Private room,5.0,,,0.9,16,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Hot water, Coffee maker, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Host greets you, Bed linens, Extra pillows and blankets, Shower gel, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10.0,True,False,True,False,False,"[35, 4, 40, 8, 41, 77, 45, 30]",,,1.0,1 bedroom,1.0,2.0,True,CANCEL_MODERATE,9.0,Helsinki,0,9.0,10.0,,False,43049962,False,True,False,Entire apartment,,60.18724,https://www.airbnb.com/api/v2/pdp_listing_details/43049962?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10.0,24.96658,7,1,0.0,Studio apartment in kallio Close to city center,,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",2,6,"Wifi,Kitchen,Heating",,$39,1.0,nightly,False,,,42.0,92.0,1,Entire apartment,Entire home/apt,entire_home,,Entire apartment,,9.0,42.0,0.0,11,109,"Wifi, Kitchen, Hair dryer, Shampoo, Heating, Essentials, Hot water, Smoke alarm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10.0,True,False,True,False,False,"[64, 1, 66, 2, 4, 70, 8, 74, 75, 77, 15, 85, 21, 86, 87, 23, 89, 91, 92, 93, 94, 30, 95, 96, 33, 34, 98, 35, 611, 100, 103, 40, 104, 41, 44, 45, 46, 625, 114, 627, 60, 61, 62, 63]",,4.85,1.5,1 bedroom,1.0,1.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Vanda,0,9.0,10.0,,False,41476084,False,False,False,Private room,,60.264030000000005,https://www.airbnb.com/api/v2/pdp_listing_details/41476084?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Vanda,,10.0,24.87235,1125,1,0.95,Home away from Home,,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",2,10,"Wifi,Kitchen,Heating",,$28,1.0,nightly,False,,,42.0,92.0,13,Private room in apartment,Private room,private_room,,Private room,5.0,9.0,42.0,0.99,0,0,"Elevator, Gym, Wifi, Kitchen, Cable TV, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Ethernet connection, Hot water, Baby bath, Babysitter recommendations, Bathtub, Changing table, Children’s books and toys, Children’s dinnerware, Game console, High chair, Outlet covers, Single level home, Free street parking, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Luggage dropoff allowed, Long term stays allowed, Bed linens, Extra pillows and blankets, Shower gel, Patio or balcony, Smoke alarm, Disabled parking spot",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
10.0,True,False,True,False,False,"[1, 2, 4, 8, 10, 77, 85, 21, 89, 90, 91, 92, 285, 93, 94, 30, 95, 96, 34, 35, 36, 101, 37, 40, 41, 44, 45, 46, 47, 51, 55]",,4.82,1.0,Studio,0.0,1.0,True,CANCEL_MODERATE,9.0,Helsinki,0,9.0,10.0,,False,28617132,False,False,False,Entire apartment,,60.17012,https://www.airbnb.com/api/v2/pdp_listing_details/28617132?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Etu-Töölö,10.0,24.92739,10,1,1.0,Cozy & Urban studio @ central heart of Helsinki,Etu-Töölö,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",3,22,"Wifi,Kitchen,Heating",,$95,1.0,nightly,False,,,42.0,92.0,211,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,9.0,42.0,0.95,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
