,id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,borough,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,host_days_active,check_in_24h,air_conditioning,balcony,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,pets_allowed,private_entrance,self_check_in,time_since_first_review,time_since_last_review
2524,30280810,within an hour,50-89%,0,7,0,Wigan District,House,Entire home/apt,3,1.0,1.0,2.0,65,0,40,1,0,7,1125,89,2,0-79/100,0-8/10,0-8/10,0-8/10,10/10,0-8/10,0-8/10,0,strict_14_with_grace_period,560.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6-12 months,269.0
2525,30283888,within an hour,50-89%,0,2,0,Tameside District,House,Private room,2,1.0,1.0,1.0,25,0,0,1,0,1,2,90,2,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,1,flexible,1007.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,109.0
2526,30286967,within an hour,100%,1,2,0,Chorlton,House,Private room,2,1.5,1.0,1.0,30,0,10,1,15,2,1125,2,22,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,185.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1-2 years,82.0
2527,30289143,within an hour,100%,1,2,1,Stockport District,House,Private room,1,2.0,1.0,1.0,20,0,7,1,0,1,1125,0,37,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1169.0,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1-2 years,40.0
2528,30295773,unknown,unknown,0,2,0,Wigan District,Apartment,Private room,1,1.0,1.0,1.0,35,0,0,1,0,1,14,90,1,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,1,strict_14_with_grace_period,135.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,449.0
2529,30311241,unknown,unknown,0,1,0,Trafford District,Apartment,Entire home/apt,4,1.0,2.0,2.0,150,250,65,1,0,2,1125,74,6,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,692.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-2 years,108.0
2530,30311482,unknown,unknown,0,2,0,Bolton District,Apartment,Private room,2,1.0,1.0,2.0,32,0,0,2,4,1,28,0,23,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,148.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1-2 years,375.0
2531,30314219,within an hour,100%,0,18,1,Ardwick,Apartment,Entire home/apt,4,1.5,1.0,2.0,72,0,20,1,10,7,1125,71,21,80-94/100,10/10,10/10,10/10,9/10,10/10,10/10,1,strict_14_with_grace_period,1171.0,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1-2 years,124.0
2532,30319506,within an hour,50-89%,0,6,0,Ancoats and Clayton,Apartment,Private room,2,1.0,2.0,1.0,34,0,35,1,30,6,160,90,6,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,9/10,0-8/10,1,strict_14_with_grace_period,633.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-2 years,153.0
2533,30321303,within an hour,100%,1,7,0,Gorton South,House,Private room,2,1.5,1.0,1.0,24,0,10,1,10,3,1125,17,1,95-100/100,10/10,10/10,10/10,10/10,0-8/10,10/10,0,moderate,1822.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6-12 months,226.0
2534,30330757,unknown,unknown,1,1,0,Brooklands,House,Private room,2,1.0,1.0,1.0,22,0,0,1,5,1,1125,0,36,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,1471.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1-2 years,344.0
2535,30342425,unknown,unknown,0,1,1,Ancoats and Clayton,Apartment,Private room,2,1.0,1.0,1.0,100,0,0,1,0,5,1125,0,0,,,,,,,,1,flexible,179.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
2536,30343798,within a few hours,100%,1,6,0,City Centre,Apartment,Entire home/apt,3,1.5,2.0,1.0,80,0,25,2,10,3,180,3,2,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1764.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6-12 months,50.0
2537,30365603,within an hour,100%,0,4,0,Cheetham,Apartment,Entire home/apt,4,1.0,1.0,2.0,200,100,10,2,30,1,1125,0,78,95-100/100,10/10,10/10,9/10,10/10,10/10,10/10,0,strict_14_with_grace_period,498.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1-2 years,176.0
2538,30371210,within an hour,100%,0,12,0,Ancoats and Clayton,Apartment,Entire home/apt,16,2.0,3.0,12.0,375,350,50,4,22,1,1125,58,13,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,280.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1-2 years,85.0
2539,30389208,within a few hours,100%,0,1,0,Miles Platting and Newton Heath,Apartment,Entire home/apt,4,2.0,2.0,2.0,60,200,65,1,0,2,1124,60,16,80-94/100,9/10,9/10,9/10,10/10,9/10,9/10,0,strict_14_with_grace_period,417.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1-2 years,42.0
2540,30391618,within an hour,100%,1,10,0,Trafford District,Apartment,Entire home/apt,4,1.5,1.0,2.0,160,0,40,1,10,2,1125,75,20,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,200.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1-2 years,51.0
2541,30391629,within an hour,100%,1,10,0,Trafford District,Apartment,Entire home/apt,4,1.5,1.0,2.0,110,0,40,1,10,2,1125,68,11,80-94/100,9/10,9/10,9/10,10/10,9/10,9/10,1,moderate,200.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1-2 years,42.0
2542,30392864,within an hour,100%,0,5,1,Trafford District,Apartment,Entire home/apt,4,1.0,2.0,3.0,70,100,30,1,0,3,182,56,27,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1528.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1-2 years,56.0
2543,30395302,within a few hours,100%,1,1,0,Ancoats and Clayton,Apartment,Entire home/apt,2,1.0,1.0,1.0,48,85,25,2,0,2,1125,6,40,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,146.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1-2 years,50.0
2544,30399427,within an hour,100%,1,2,0,Bradford,Apartment,Private room,3,1.0,1.0,2.0,38,100,10,1,18,2,99,75,20,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1258.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1-2 years,159.0
2545,30414195,unknown,unknown,0,1,1,Salford District,House,Private room,2,1.0,1.0,1.0,30,0,0,1,0,2,1125,0,0,,,,,,,,1,flexible,2465.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,
2546,30421755,within a day,100%,0,1,0,Wigan District,House,Private room,2,1.0,1.0,1.0,15,0,0,2,20,3,10,87,6,80-94/100,10/10,9/10,10/10,9/10,10/10,10/10,0,moderate,130.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,131.0
2547,30434058,within an hour,100%,0,17,0,Higher Blackley,House,Private room,1,1.0,1.0,1.0,20,0,5,1,15,1,89,0,0,,,,,,,,1,strict_14_with_grace_period,159.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
2548,30440713,unknown,unknown,0,1,0,Hulme,Apartment,Private room,1,1.0,1.0,1.0,20,0,0,1,0,1,7,0,2,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,129.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,494.0
2549,30441214,within an hour,100%,0,10,0,Salford District,House,Entire home/apt,9,1.0,3.0,7.0,104,0,65,16,0,2,1125,77,51,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,1,moderate,129.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1-2 years,43.0
2550,30457349,within a few hours,100%,0,3,1,Levenshulme,House,Entire home/apt,6,1.5,3.0,3.0,99,0,20,1,10,3,1125,81,5,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,1737.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1-2 years,222.0
2551,30462658,within an hour,100%,1,1,0,Tameside District,Apartment,Entire home/apt,6,2.0,2.0,4.0,70,0,25,1,25,2,1125,86,23,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,moderate,511.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1-2 years,109.0
2552,30463150,within an hour,100%,1,1,1,Salford District,House,Private room,1,1.0,1.0,1.0,18,0,6,1,10,1,10,0,19,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1238.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0-6 months,38.0
2553,30492129,within an hour,100%,0,1,0,Bolton District,House,Entire home/apt,8,1.5,3.0,4.0,89,100,35,4,5,1,1125,84,27,80-94/100,0-8/10,0-8/10,9/10,0-8/10,9/10,0-8/10,1,moderate,509.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1-2 years,57.0
2554,30494082,unknown,unknown,0,1,0,Brooklands,House,Private room,1,1.0,1.0,1.0,40,0,0,1,0,1,1125,0,0,,,,,,,,0,flexible,133.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
2555,30503785,within an hour,100%,1,2,1,Trafford District,Apartment,Private room,2,1.0,1.0,1.0,28,0,10,1,5,1,1125,75,87,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,0,moderate,2076.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1-2 years,38.0
2556,30518283,unknown,unknown,0,1,0,Whalley Range,Apartment,Entire home/apt,2,1.0,1.0,1.0,500,0,0,1,0,1,1125,90,0,,,,,,,,1,flexible,126.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
2557,30529007,within a day,50-89%,0,1,0,Levenshulme,House,Shared room,2,2.0,1.0,2.0,22,0,25,1,22,4,120,88,4,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,143.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,157.0
2558,30535216,unknown,unknown,0,1,0,Bolton District,House,Private room,2,1.0,1.0,1.0,20,0,0,1,0,1,1125,0,0,,,,,,,,1,flexible,126.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
2559,30547080,within a day,100%,0,1,0,Bury District,House,Private room,1,1.0,2.0,1.0,30,100,10,1,0,1,1125,83,0,,,,,,,,0,flexible,125.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
2560,30551142,within an hour,100%,0,3,0,Crumpsall,House,Private room,2,1.5,1.0,1.0,25,78,10,1,15,2,1125,90,4,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,488.0,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1-2 years,74.0
2561,30556711,unknown,unknown,0,1,1,City Centre,Apartment,Private room,1,1.0,1.0,1.0,40,0,0,1,0,1,10,0,5,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,1498.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-2 years,333.0
2562,30582640,unknown,unknown,0,1,0,Salford District,Apartment,Entire home/apt,4,1.0,2.0,2.0,147,0,45,1,18,7,1125,83,0,,,,,,,,0,flexible,124.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
2563,30584635,within an hour,90-99%,1,16,1,Chorlton Park,House,Entire home/apt,6,1.0,2.0,2.0,74,500,25,4,10,1,1125,79,80,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,1,strict_14_with_grace_period,2150.0,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1-2 years,52.0
2564,30596817,within an hour,100%,0,1,0,Oldham District,House,Entire home/apt,3,1.0,2.0,2.0,39,0,20,2,10,2,30,0,43,80-94/100,10/10,10/10,10/10,10/10,9/10,10/10,0,strict_14_with_grace_period,123.0,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1-2 years,51.0
2565,30674780,a few days or more,0-49%,0,1,0,Bolton District,House,Private room,2,1.0,3.0,3.0,20,0,0,1,0,1,14,73,2,0-79/100,0-8/10,9/10,9/10,9/10,0-8/10,0-8/10,0,flexible,123.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1-2 years,315.0
2566,30684220,within an hour,100%,1,2,1,Hulme,Apartment,Entire home/apt,4,1.0,1.0,1.0,85,0,20,2,10,1,1125,7,14,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,0,strict_14_with_grace_period,2076.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1-2 years,110.0
2567,30686651,unknown,unknown,0,1,0,Ancoats and Clayton,House,Private room,2,1.0,1.0,1.0,40,0,20,1,0,7,20,0,0,,,,,,,,0,flexible,216.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
2568,30692740,within an hour,100%,1,12,1,Salford District,House,Private room,1,1.0,1.0,1.0,46,0,0,1,0,1,1125,90,4,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,1,strict_14_with_grace_period,1051.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,137.0
2569,30699650,unknown,unknown,0,1,0,Didsbury West,Apartment,Entire home/apt,4,1.0,2.0,2.0,50,0,10,1,0,1,1125,0,1,95-100/100,10/10,10/10,10/10,0-8/10,10/10,10/10,1,flexible,1516.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1-2 years,472.0
2570,30701147,within a few hours,100%,1,1,0,Salford District,House,Private room,2,1.0,1.0,1.0,29,0,0,1,0,1,30,72,71,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,126.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,41.0
2571,30710645,unknown,unknown,0,1,0,Trafford District,House,Private room,2,1.0,1.0,1.0,50,0,25,1,0,1,1125,0,1,95-100/100,10/10,10/10,10/10,10/10,0-8/10,10/10,0,flexible,121.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1-2 years,474.0
2572,30722196,unknown,unknown,0,1,0,Stockport District,House,Entire home/apt,3,1.0,2.0,2.0,90,250,30,2,10,4,180,0,0,,,,,,,,0,strict_14_with_grace_period,510.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,
2573,30732816,within an hour,100%,0,5,0,Chorlton Park,Apartment,Entire home/apt,10,1.0,4.0,7.0,79,0,0,2,10,1,365,68,12,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,1,flexible,120.0,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1-2 years,39.0
2574,30739204,within an hour,100%,1,1,0,Hulme,Apartment,Private room,2,1.0,1.0,1.0,70,0,0,1,10,2,1125,5,18,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,120.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1-2 years,105.0
2575,30741166,unknown,unknown,0,1,1,Stockport District,House,Private room,4,2.0,2.0,2.0,39,0,10,1,35,2,90,0,0,,,,,,,,1,flexible,950.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
2576,30755188,within an hour,100%,0,19,0,Ancoats and Clayton,Apartment,Entire home/apt,4,1.0,1.0,2.0,53,500,75,2,10,2,1125,70,30,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,1,flexible,307.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1-2 years,36.0
2577,30756740,within an hour,100%,1,1,1,Hulme,Apartment,Entire home/apt,2,1.0,1.0,1.0,48,0,50,1,0,3,21,53,67,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,moderate,1343.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1-2 years,43.0
2578,30757751,unknown,unknown,0,1,0,Oldham District,House,Private room,1,1.0,1.0,1.0,25,0,0,1,0,1,1125,89,1,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,1,flexible,288.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,458.0
2579,30758445,within an hour,100%,0,19,0,Ardwick,Apartment,Entire home/apt,4,1.0,2.0,2.0,47,500,90,2,15,2,1125,56,34,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,1,flexible,307.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1-2 years,36.0
2580,30767790,unknown,unknown,0,1,1,Salford District,Apartment,Entire home/apt,4,2.0,2.0,2.0,75,300,30,4,30,7,1125,0,6,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1569.0,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1-2 years,234.0
2581,30780169,within an hour,100%,0,5,0,Chorlton Park,Other,Entire home/apt,6,1.0,4.0,6.0,198,99,12,2,9,1,40,68,2,95-100/100,9/10,10/10,10/10,10/10,0-8/10,9/10,1,flexible,120.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-2 years,465.0
2582,30781584,within a few hours,50-89%,0,0,1,Hulme,Apartment,Private room,1,1.0,1.0,1.0,25,0,0,1,15,2,1125,12,24,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,387.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1-2 years,106.0
2583,30782776,within an hour,90-99%,0,9,0,City Centre,Apartment,Entire home/apt,2,1.0,1.0,1.0,100,0,0,2,30,1,1125,88,123,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,168.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,40.0
2584,30782781,within an hour,90-99%,0,9,0,City Centre,Apartment,Entire home/apt,2,1.0,1.0,1.0,90,0,0,2,30,1,1125,90,225,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,168.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,39.0
2585,30782843,within an hour,90-99%,0,9,0,City Centre,Apartment,Entire home/apt,2,1.0,1.0,1.0,100,0,0,2,30,1,1125,87,29,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,strict_14_with_grace_period,168.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,44.0
2586,30782919,within an hour,90-99%,0,9,0,City Centre,Apartment,Entire home/apt,2,1.0,1.0,1.0,110,0,0,2,30,1,1125,88,5,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,strict_14_with_grace_period,168.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,56.0
2587,30782968,within an hour,90-99%,0,9,0,City Centre,Apartment,Entire home/apt,2,1.0,1.0,1.0,150,0,0,2,30,1,1125,76,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,168.0,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0-6 months,113.0
2588,30782999,within an hour,90-99%,0,9,0,City Centre,Apartment,Entire home/apt,2,1.0,1.0,1.0,140,0,0,2,30,1,1125,88,7,80-94/100,9/10,10/10,10/10,9/10,10/10,9/10,1,strict_14_with_grace_period,168.0,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,50.0
2589,30783039,within an hour,90-99%,0,9,0,City Centre,Apartment,Entire home/apt,4,1.0,1.0,2.0,180,0,0,3,30,1,1125,73,3,80-94/100,10/10,10/10,9/10,9/10,10/10,9/10,1,strict_14_with_grace_period,168.0,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1-2 years,80.0
2590,30783071,within an hour,90-99%,0,9,0,City Centre,Apartment,Entire home/apt,3,1.0,1.0,2.0,180,0,0,4,30,1,1125,53,0,,,,,,,,1,strict_14_with_grace_period,168.0,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
2591,30792597,within an hour,100%,0,1,0,Trafford District,Apartment,Private room,2,1.0,1.0,1.0,40,0,0,1,0,1,56,89,1,,,,,,,,1,flexible,118.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6-12 months,205.0
2592,30806947,within an hour,100%,0,35,0,Withington,House,Private room,1,1.0,1.0,1.0,16,0,0,1,0,30,1125,90,0,,,,,,,,1,strict_14_with_grace_period,1858.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
2593,30807450,within an hour,100%,0,35,0,Didsbury West,Apartment,Entire home/apt,6,1.0,3.0,3.0,100,0,45,1,0,4,1125,78,6,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,1,strict_14_with_grace_period,1858.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-2 years,264.0
2594,30819781,within an hour,100%,0,5,0,Chorlton Park,Apartment,Entire home/apt,8,1.5,3.0,1.0,99,100,12,1,8,1,50,68,13,80-94/100,10/10,10/10,10/10,9/10,10/10,10/10,1,flexible,120.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1-2 years,67.0
2595,30820622,within an hour,100%,0,5,0,Chorlton Park,Apartment,Entire home/apt,6,1.0,3.0,7.0,160,100,12,1,0,1,50,68,8,0-79/100,9/10,0-8/10,9/10,9/10,9/10,0-8/10,1,flexible,120.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-2 years,78.0
