accuracy_rating,allows_infants,allows_pets,avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,checkin_rating,city,cleaning_fee,cleanliness_rating,communication_rating,host_verified,is_new_listing,is_super_host,latitude,location_rating,longitude,max_nights,min_nights,monthly_price_factor,neighborhood,person_capacity,picture_count,price_string,review_score,reviews_count,room_type,space_type,value_rating,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,geometry
10.0,True,False,5.0,1.5,1.0,1.0,True,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,False,False,False,60.22875,10/10,24.85057,6,1,0.65,,2,7,38,95-100/100,3,Private room,Private room,9/10,128.0,0.85,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,POINT (60.22875 24.85057)
10.0,True,False,4.71,1.0,0.0,1.0,True,CANCEL_MODERATE,10/10,Helsinki,12,10/10,10/10,False,False,False,60.18791,10/10,24.96019,10,1,1.0,,3,19,81,95-100/100,143,Entire home/apt,Entire apartment,9/10,128.0,0.95,13,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,POINT (60.18791 24.96019)
10.0,True,False,4.73,1.5,1.0,1.0,False,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,False,False,True,60.16848,10/10,24.93497,30,1,0.75,Kamppi,4,26,108,95-100/100,304,Entire home/apt,Entire apartment,9/10,128.0,0.83,16,217,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,POINT (60.16848 24.93497)
0.0,False,False,4.92,1.0,1.0,2.0,True,CANCEL_FLEXIBLE,nan,Helsingfors,0,nan,nan,False,False,True,60.16172,nan,24.9411,8,1,0.87,Punavuori,2,6,58,nan,26,Shared room,Shared room,nan,0.0,0.87,27,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POINT (60.16172 24.9411)
0.0,False,False,4.89,1.0,0.0,3.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,0,nan,nan,False,False,True,60.22676,nan,24.96102,360,1,0.85,,3,30,75,nan,197,Entire home/apt,Entire apartment,nan,0.0,0.9,22,200,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,POINT (60.22676 24.96102)
0.0,False,False,4.91,1.0,1.0,4.0,True,CANCEL_FLEXIBLE,nan,Helsinki,14,nan,nan,False,False,False,60.17898,nan,24.95168,1125,1,0.7,Kruununhaka,4,22,99,nan,34,Entire home/apt,Entire apartment,nan,0.0,0.8,9,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,POINT (60.17898 24.95168)
0.0,False,False,0.0,1.5,1.0,1.0,True,CANCEL_FLEXIBLE,nan,Helsinki,0,nan,nan,False,True,False,60.17714,nan,24.93842,16,1,0.55,,3,5,154,nan,0,Entire home/apt,Entire apartment,nan,0.0,0.7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,POINT (60.17714 24.93842)
0.0,False,False,4.64,1.0,0.0,1.0,False,CANCEL_MODERATE,nan,Helsinki,12,nan,nan,False,False,False,60.16089,nan,24.9376,7,1,1.0,Punavuori,2,12,85,nan,67,Entire home/apt,Entire apartment,nan,0.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,POINT (60.16089 24.9376)
0.0,False,False,4.16,1.0,0.0,1.0,True,CANCEL_MODERATE,nan,Helsinki,16,nan,nan,False,False,False,60.15764,nan,24.95218,1125,1,0.0,Ullanlinna,4,5,76,nan,69,Entire home/apt,Entire apartment,nan,0.0,0.9,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POINT (60.15764 24.95218)
0.0,False,False,4.89,1.0,1.0,1.0,False,CANCEL_FLEXIBLE,nan,Helsingfors,5,nan,nan,False,False,True,60.26545,nan,25.02617,7,1,0.0,,2,37,51,nan,214,Private room,Private room,nan,0.0,0.0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,POINT (60.26545 25.02617)
0.0,False,False,4.03,1.0,0.0,1.0,True,CANCEL_MODERATE,nan,Helsinki,17,nan,nan,False,False,False,60.15948,nan,24.9395,1125,1,0.0,Punavuori,2,8,78,nan,72,Entire home/apt,Entire apartment,nan,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,POINT (60.15948 24.9395)
0.0,False,False,0.0,1.0,1.0,2.0,True,CANCEL_FLEXIBLE,nan,Helsingfors,0,nan,nan,False,True,False,60.19986,nan,24.93848,1125,1,0.0,Taka-Töölö,2,9,26,nan,0,Private room,Private room,nan,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,POINT (60.19986 24.93848)
0.0,False,False,4.6,1.0,1.0,1.0,True,CANCEL_MODERATE,nan,Helsinki,22,nan,nan,False,False,False,60.16628000000001,nan,24.94315,20,1,1.0,Punavuori,1,15,79,nan,200,Private room,Private room,nan,0.0,0.89,0,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,POINT (60.16628000000001 24.94315)
0.0,False,False,3.54,1.5,0.0,2.0,True,CANCEL_MODERATE,nan,Helsinki,11,nan,nan,False,False,False,60.1687,nan,24.93748,1125,1,0.0,Kamppi,3,7,77,nan,14,Entire home/apt,Entire apartment,nan,0.0,0.9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POINT (60.1687 24.93748)
0.0,False,False,4.85,1.0,0.0,2.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,33,nan,nan,False,False,True,60.17217,nan,24.945,1125,1,0.85,Kluuvi,2,5,88,nan,40,Entire home/apt,Entire apartment,nan,0.0,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POINT (60.17217 24.945)
0.0,False,False,4.68,1.0,1.0,1.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,0,nan,nan,False,False,False,60.24037,nan,25.09604,1125,1,0.0,,2,6,41,nan,69,Private room,Private room,nan,0.0,0.98,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,POINT (60.24037 25.09604)
0.0,False,False,4.5,1.0,1.0,2.0,True,CANCEL_FLEXIBLE,nan,Helsinki,22,nan,nan,False,False,False,60.17222,nan,24.92843,14,1,0.75,Etu-Töölö,3,10,95,nan,121,Entire home/apt,Entire apartment,nan,0.0,0.85,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,POINT (60.17222 24.92843)
0.0,False,False,4.91,1.0,1.0,1.0,False,CANCEL_FLEXIBLE,nan,Helsinki,49,nan,nan,True,False,True,60.15996,nan,24.93835,1125,1,0.8,Punavuori,4,14,128,nan,95,Entire home/apt,Entire apartment,nan,0.0,0.9,33,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,POINT (60.15996 24.93835)
0.0,False,False,4.95,1.0,1.0,1.0,False,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsingfors,0,nan,nan,False,False,True,60.2619,nan,25.06961,6,1,0.0,,2,7,39,nan,37,Private room,Private room,nan,0.0,0.0,11,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,POINT (60.2619 25.06961)
0.0,False,False,4.65,1.0,2.0,4.0,True,CANCEL_MODERATE,nan,Helsinki,54,nan,nan,False,False,False,60.16517,nan,24.94694,1125,2,0.0,Kaartinkaupunki,8,14,142,nan,26,Entire home/apt,Entire apartment,nan,0.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POINT (60.16517 24.94694)
10.0,True,False,4.81,1.0,1.0,2.0,False,CANCEL_FLEXIBLE,10/10,Helsinki,22,10/10,10/10,False,False,True,60.19322,10/10,24.95705,1125,1,0.85,,3,18,90,95-100/100,175,Entire home/apt,Entire apartment,10/10,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,POINT (60.19322 24.95705)
10.0,True,False,4.74,1.0,1.0,2.0,True,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,False,False,False,60.16448000000001,10/10,24.93806,1125,2,0.0,Punavuori,4,15,109,95-100/100,47,Entire home/apt,Entire apartment,10/10,214.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,POINT (60.16448000000001 24.93806)
10.0,True,False,0.0,1.0,1.0,2.0,True,CANCEL_MODERATE,10/10,Helsingfors,38,10/10,10/10,False,False,False,60.1648,10/10,24.92438,1125,2,0.0,Kamppi,4,9,83,95-100/100,1,Entire home/apt,Entire apartment,10/10,214.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POINT (60.1648 24.92438)
10.0,True,False,0.0,1.0,1.0,1.0,True,CANCEL_FLEXIBLE,10/10,Helsingfors,0,10/10,10/10,False,True,False,60.16383,10/10,24.92686,1125,1,0.95,Kamppi,2,8,53,95-100/100,0,Entire home/apt,Entire apartment,10/10,214.0,0.95,11,163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POINT (60.16383 24.92686)
10.0,True,False,4.9,1.0,0.0,1.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsingfors,10,10/10,10/10,False,False,True,60.16664,10/10,24.93078,1125,1,0.95,Kamppi,2,10,112,95-100/100,163,Entire home/apt,Entire condominium,10/10,214.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,POINT (60.16664 24.93078)
10.0,True,False,4.76,1.5,0.0,1.0,True,CANCEL_FLEXIBLE,10/10,Helsinki,16,10/10,10/10,False,False,False,60.1722,10/10,24.94511,1125,1,0.85,Kluuvi,4,12,118,95-100/100,385,Entire home/apt,Entire apartment,10/10,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,POINT (60.1722 24.94511)
10.0,True,False,4.92,1.0,1.0,1.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,10,10/10,10/10,False,False,True,60.20322,10/10,25.05827,1125,1,0.8,,2,13,82,95-100/100,24,Entire home/apt,Entire apartment,10/10,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,POINT (60.20322 25.05827)
10.0,True,False,4.85,1.0,0.0,2.0,True,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,False,False,False,60.16396999999999,10/10,24.92801,1125,1,0.85,Kamppi,4,25,106,95-100/100,195,Entire home/apt,Entire apartment,10/10,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (60.16396999999999 24.92801)
10.0,True,False,4.78,1.0,1.0,1.0,False,CANCEL_MODERATE,10/10,Helsingfors,0,10/10,10/10,False,False,True,60.17482,10/10,24.95901,1125,1,0.8,Kruununhaka,3,12,90,95-100/100,55,Entire home/apt,Entire apartment,10/10,214.0,0.9,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,POINT (60.17482 24.95901)
10.0,True,False,4.93,1.5,1.0,1.0,False,CANCEL_FLEXIBLE,10/10,Helsinki,22,10/10,10/10,False,False,True,60.16369,10/10,24.92686,5,1,0.71,Kamppi,3,9,89,95-100/100,15,Entire home/apt,Entire apartment,10/10,214.0,0.86,22,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,POINT (60.16369 24.92686)
10.0,True,False,0.0,4.0,1.0,2.0,True,CANCEL_FLEXIBLE,10/10,Helsingfors,0,10/10,10/10,False,False,False,60.17876999999999,10/10,24.9578,1125,1,0.0,Kruununhaka,2,16,55,95-100/100,0,Private room,Hostel room,10/10,214.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,POINT (60.17876999999999 24.9578)
10.0,True,False,0.0,1.5,1.0,1.0,True,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,False,True,False,60.23954000000001,10/10,24.85264,1125,1,0.9,,2,7,31,95-100/100,0,Private room,Private room,10/10,214.0,0.95,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,POINT (60.23954000000001 24.85264)
10.0,True,False,4.68,1.0,4.0,1.0,False,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,False,False,False,60.23279,10/10,25.03018,1125,1,0.69,,2,13,39,95-100/100,35,Private room,Private room,10/10,214.0,0.88,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,POINT (60.23279 25.03018)
10.0,True,False,4.81,1.5,1.0,3.0,False,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,False,False,True,60.25662,10/10,24.98816,21,1,0.8,,2,14,54,95-100/100,42,Private room,Private room,10/10,214.0,0.9,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,POINT (60.25662 24.98816)
10.0,True,False,4.81,1.5,1.0,1.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,33,10/10,10/10,False,False,True,60.17158000000001,10/10,24.9444,1125,1,0.0,Kluuvi,6,8,116,80-94/100,16,Entire home/apt,Entire apartment,10/10,385.0,0.0,22,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,POINT (60.17158000000001 24.9444)
10.0,True,False,4.34,1.0,1.0,1.0,False,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsingfors,11,10/10,10/10,False,False,False,60.17876999999999,10/10,24.95429,20,1,0.9,,2,10,65,80-94/100,51,Private room,Private room,10/10,385.0,0.9,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,POINT (60.17876999999999 24.95429)
10.0,True,False,4.6,1.0,1.0,4.0,True,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,False,False,False,60.17111,10/10,24.92836,1125,2,0.0,Etu-Töölö,6,11,122,80-94/100,62,Entire home/apt,Entire apartment,10/10,385.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,POINT (60.17111 24.92836)
10.0,True,False,4.9,1.5,0.0,1.0,False,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsingfors,24,10/10,10/10,False,False,False,60.18456,10/10,24.95495,7,1,0.0,,3,14,101,80-94/100,10,Entire home/apt,Entire condominium,10/10,385.0,0.85,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,POINT (60.18456 24.95495)
10.0,True,False,4.12,1.0,1.0,4.0,True,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,False,False,False,60.16455,10/10,24.94293,1125,2,0.0,Punavuori,6,15,115,80-94/100,78,Entire home/apt,Entire apartment,10/10,385.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,POINT (60.16455 24.94293)
10.0,True,False,5.0,2.0,1.0,2.0,False,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsingfors,20,10/10,10/10,False,False,False,60.18906,10/10,24.9151,1125,1,0.8,Taka-Töölö,4,7,88,80-94/100,16,Entire home/apt,Entire apartment,10/10,385.0,0.85,16,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,POINT (60.18906 24.9151)
10.0,True,False,4.93,1.5,1.0,7.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,0,10/10,10/10,False,False,True,60.22709,10/10,24.96264,360,1,0.85,,10,43,95,80-94/100,237,Entire home/apt,Entire apartment,10/10,385.0,0.9,22,272,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,POINT (60.22709 24.96264)
10.0,True,False,4.61,1.5,1.0,2.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,0,10/10,10/10,False,False,False,60.18366999999999,10/10,24.94319,1125,1,0.7,Kluuvi,4,5,83,80-94/100,36,Entire home/apt,Entire apartment,10/10,385.0,0.8,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,POINT (60.18366999999999 24.94319)
10.0,True,False,0.0,1.0,1.0,1.0,True,CANCEL_MODERATE,10/10,Helsingfors,5,10/10,10/10,False,False,False,60.17186,10/10,24.91893,1125,1,0.0,Etu-Töölö,2,6,45,80-94/100,2,Shared room,Shared room,10/10,385.0,0.0,11,434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,POINT (60.17186 24.91893)
10.0,True,False,0.0,4.0,1.0,2.0,True,CANCEL_FLEXIBLE,10/10,Helsingfors,0,10/10,10/10,False,False,False,60.17928000000001,10/10,24.95824,1125,1,0.0,Kruununhaka,2,18,55,80-94/100,0,Private room,Hostel room,10/10,385.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,POINT (60.17928000000001 24.95824)
10.0,True,False,4.92,1.0,2.0,3.0,True,CANCEL_FLEXIBLE,10/10,Helsinki,49,10/10,10/10,False,False,True,60.16141,10/10,24.93654,1125,1,0.0,Punavuori,6,15,164,80-94/100,36,Entire home/apt,Entire apartment,10/10,385.0,0.0,33,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,POINT (60.16141 24.93654)
10.0,True,False,4.6,1.0,0.0,2.0,False,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,False,False,False,60.17999,10/10,24.95602,7,1,0.85,Kruununhaka,2,9,90,80-94/100,5,Entire home/apt,Entire apartment,10/10,385.0,0.89,0,4347,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,POINT (60.17999 24.95602)
10.0,True,False,4.42,1.5,2.0,2.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,43,10/10,10/10,False,False,False,60.16944,10/10,24.93189,90,1,0.84,Kamppi,5,46,201,80-94/100,204,Entire home/apt,Entire apartment,10/10,385.0,0.9,22,217,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,POINT (60.16944 24.93189)
10.0,True,False,4.81,1.0,1.0,1.0,False,CANCEL_MODERATE,10/10,Helsinki,27,10/10,10/10,False,False,False,60.16588,10/10,24.9436,60,1,0.65,Punavuori,2,14,96,80-94/100,112,Private room,Private room,10/10,385.0,0.9,22,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,POINT (60.16588 24.9436)
9.0,True,False,4.74,1.0,2.0,3.0,True,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,False,False,True,60.17633000000001,10/10,24.92625,1125,1,0.0,Etu-Töölö,6,23,154,80-94/100,84,Entire home/apt,Entire loft,9/10,62.0,0.0,11,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,POINT (60.17633000000001 24.92625)
9.0,True,False,4.45,1.0,0.0,3.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,False,False,True,60.16877,10/10,24.93597,1125,1,0.85,Kamppi,5,9,122,80-94/100,11,Entire home/apt,Entire apartment,9/10,62.0,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,POINT (60.16877 24.93597)
9.0,True,False,4.88,1.0,1.0,1.0,True,CANCEL_MODERATE,9/10,Helsinki,13,9/10,10/10,False,False,False,60.15778,10/10,24.94277,1125,1,0.85,Ullanlinna,3,35,104,80-94/100,51,Entire home/apt,Entire apartment,9/10,62.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,POINT (60.15778 24.94277)
9.0,True,False,4.85,1.0,1.0,2.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,False,False,True,60.17035,10/10,24.9462,1125,1,0.85,Kluuvi,4,9,138,80-94/100,55,Entire home/apt,Entire apartment,9/10,62.0,0.9,16,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,POINT (60.17035 24.9462)
9.0,True,False,4.91,1.5,1.0,2.0,False,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,False,False,True,60.2136,10/10,24.90008,14,1,1.0,Ruskeasuo,2,11,77,80-94/100,45,Entire home/apt,Entire apartment,9/10,62.0,1.0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,POINT (60.2136 24.90008)
9.0,True,False,4.86,1.5,0.0,2.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,False,False,True,60.17174,10/10,24.94574,1125,1,0.0,Kluuvi,8,30,167,80-94/100,144,Entire home/apt,Entire apartment,9/10,62.0,0.0,33,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,POINT (60.17174 24.94574)
9.0,True,False,0.0,1.0,1.0,1.0,True,CANCEL_MODERATE,9/10,Helsingfors,7,9/10,10/10,False,False,False,60.17213,10/10,24.91889,1125,1,0.0,Etu-Töölö,2,6,66,80-94/100,2,Private room,Private room,9/10,62.0,0.0,8,434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,POINT (60.17213 24.91889)
9.0,True,False,4.94,1.0,0.0,1.0,False,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,False,False,True,60.18866,10/10,24.95471,1125,1,0.8,,4,17,88,80-94/100,17,Entire home/apt,Entire apartment,9/10,62.0,0.85,16,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (60.18866 24.95471)
9.0,True,False,0.0,1.5,1.0,1.0,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,16,9/10,10/10,False,False,False,60.2335,10/10,24.9645,7,1,0.0,,2,10,35,80-94/100,2,Private room,Private room,9/10,62.0,0.0,11,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,POINT (60.2335 24.9645)
9.0,True,False,4.8,1.0,1.0,1.0,True,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,False,False,False,60.16604,10/10,24.93096,1125,2,0.0,Kamppi,4,7,115,80-94/100,5,Entire home/apt,Entire apartment,9/10,62.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POINT (60.16604 24.93096)
9.0,True,False,4.47,2.5,1.0,1.0,True,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,False,False,False,60.18734,10/10,24.87107,1125,1,0.85,,1,31,76,80-94/100,19,Private room,Private room,9/10,62.0,0.95,0,326,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,POINT (60.18734 24.87107)
9.0,True,False,3.95,1.0,0.0,1.0,False,CANCEL_MODERATE,9/10,Helsingfors,16,9/10,10/10,False,False,False,60.16684,10/10,24.92748,1125,1,0.0,Kamppi,2,6,78,80-94/100,63,Entire home/apt,Entire apartment,9/10,62.0,0.85,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (60.16684 24.92748)
9.0,True,False,4.2,1.0,1.0,1.0,True,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,False,False,False,60.16176,10/10,24.937,1125,2,0.0,Punavuori,2,10,109,80-94/100,25,Entire home/apt,Entire apartment,9/10,62.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,POINT (60.16176 24.937)
9.0,True,False,4.45,1.0,1.0,2.0,False,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsingfors,16,9/10,10/10,False,False,False,60.16825,10/10,24.92857,1125,1,0.82,Kamppi,3,9,80,80-94/100,71,Private room,Private room,9/10,62.0,0.87,13,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,POINT (60.16825 24.92857)
