,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,listing_url,reviews_scores_location,max_nights,min_nights,monthly_price_factor,person_capacity,picture_count,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,member_since,paikkakunnat
71,nan,0.0,0.0,0.0,nan,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,nan,Helsinki,0,nan,nan,0,42960124,0,1,0,https://www.airbnb.com/api/v2/pdp_listing_details/42960124?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,nan,1125,1,0.0,2,9,26,40.0,100%,within an hour,0.0,nan,0,Private room,nan,nan,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2020-03-01,Itä-Pasila
72,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,nan,Helsinki,22,nan,nan,0,12068779,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/12068779?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,nan,20,1,1.0,1,15,79,1.0,100%,within an hour,0.0,nan,200,Private room,3.6-4.4/5.0,nan,0.0,0.89,0,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2012-10-01,Kamppi
73,nan,0.0,0.0,0.0,0-3.5/5.0,1.5,0.0,2.0,1,CANCEL_MODERATE,nan,Helsinki,11,nan,nan,0,41139203,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/41139203?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,nan,1125,1,0.0,3,7,77,1.0,0-49%,unknown,0.0,nan,14,Entire home/apt,0-3.5/5.0,nan,0.0,0.9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Kamppi
74,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,33,nan,nan,0,30981155,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/30981155?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,nan,1125,1,0.85,2,5,88,1.0,100%,within an hour,0.0,nan,40,Entire home/apt,4.5-5.0/5.0,nan,0.0,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-06-01,Kluuvi
75,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,0,nan,nan,0,20648483,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/20648483?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,nan,1125,1,0.0,2,6,41,1.0,100%,within an hour,0.0,nan,69,Private room,3.6-4.4/5.0,nan,0.0,0.98,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2017-08-01,Vesala
76,nan,0.0,0.0,0.0,3.6-4.4/5.0,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,nan,Helsinki,22,nan,nan,0,14336951,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/14336951?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,nan,14,1,0.75,3,10,95,1.0,100%,within an hour,0.0,nan,121,Entire home/apt,3.6-4.4/5.0,nan,0.0,0.85,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2015-07-01,Etu-Töölö
77,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,nan,Helsinki,49,nan,nan,1,18012739,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/18012739?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,nan,1125,1,0.8,4,14,128,1.0,100%,within a few hours,0.0,nan,95,Entire home/apt,4.5-5.0/5.0,nan,0.0,0.9,33,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2012-04-01,Punavuori
78,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,0,nan,nan,0,35246331,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/35246331?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,nan,6,1,0.0,2,7,39,1.0,100%,within a few hours,0.0,nan,37,Private room,4.5-5.0/5.0,nan,0.0,0.0,11,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2019-03-01,Alppikylä
79,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,2.0,4.0,1,CANCEL_MODERATE,nan,Helsinki,54,nan,nan,0,36044616,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/36044616?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,nan,1125,2,0.0,8,14,142,1.0,100%,within an hour,0.0,nan,26,Entire home/apt,3.6-4.4/5.0,nan,0.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01,Kaartinkaupunki
80,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,22,10/10,10/10,0,21368320,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/21368320?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.85,3,18,90,1.0,100%,within an hour,214.0,95-100/100,175,Entire home/apt,4.5-5.0/5.0,10/10,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2016-06-01,Vallila
81,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,21373833,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/21373833?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,2,0.0,4,15,109,1.0,100%,within an hour,214.0,95-100/100,47,Entire home/apt,4.5-5.0/5.0,10/10,214.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2017-05-01,Kamppi
82,10/10,1.0,1.0,0.0,nan,1.0,1.0,2.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,41222077,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/41222077?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,2,0.0,4,9,83,1.0,100%,within an hour,214.0,95-100/100,1,Entire home/apt,nan,10/10,214.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01,Kamppi
83,10/10,1.0,1.0,0.0,nan,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,43026916,0,1,0,https://www.airbnb.com/api/v2/pdp_listing_details/43026916?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.95,2,8,53,1.0,100%,within an hour,214.0,95-100/100,0,Entire home/apt,nan,10/10,214.0,0.95,11,163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-05-01,Kamppi
84,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,10,10/10,10/10,0,27325365,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/27325365?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.95,2,10,112,37.0,100%,within an hour,214.0,95-100/100,163,Entire home/apt,4.5-5.0/5.0,10/10,214.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2018-07-01,Kamppi
85,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,0.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,16,10/10,10/10,0,11393587,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/11393587?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.85,4,12,118,1.0,100%,within an hour,214.0,95-100/100,385,Entire home/apt,4.5-5.0/5.0,10/10,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2015-12-01,Kluuvi
86,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,10,10/10,10/10,0,40891430,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/40891430?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.8,2,13,82,1.0,0-49%,within an hour,214.0,95-100/100,24,Entire home/apt,4.5-5.0/5.0,10/10,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016-09-01,Roihuvuori
87,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,0,18056441,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/18056441?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.85,4,25,106,1.0,100%,within an hour,214.0,95-100/100,195,Entire home/apt,4.5-5.0/5.0,10/10,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015-12-01,Kamppi
88,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,32062249,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/32062249?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.8,3,12,90,1.0,100%,within an hour,214.0,95-100/100,55,Entire home/apt,4.5-5.0/5.0,10/10,214.0,0.9,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2016-03-01,Kruununhaka
89,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,22,10/10,10/10,0,16106110,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/16106110?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,5,1,0.71,3,9,89,1.0,50-89%,within an hour,214.0,95-100/100,15,Entire home/apt,4.5-5.0/5.0,10/10,214.0,0.86,22,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-11-01,Kamppi
90,10/10,1.0,1.0,0.0,nan,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,41799984,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/41799984?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,2,16,55,45.0,100%,within an hour,214.0,95-100/100,0,Private room,nan,10/10,214.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2020-01-01,Siltasaari
91,10/10,1.0,1.0,0.0,nan,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,41083834,0,1,0,https://www.airbnb.com/api/v2/pdp_listing_details/41083834?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.9,2,7,31,1.0,100%,within a few hours,214.0,95-100/100,0,Private room,nan,10/10,214.0,0.95,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019-12-01,Konala
92,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,4.0,1.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,0,26730354,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/26730354?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.69,2,13,39,1.0,100%,within an hour,214.0,95-100/100,35,Private room,3.6-4.4/5.0,10/10,214.0,0.88,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2018-06-01,Latokartano
93,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,3.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,36127077,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/36127077?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,21,1,0.8,2,14,54,53.0,100%,within an hour,214.0,95-100/100,42,Private room,4.5-5.0/5.0,10/10,214.0,0.9,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2019-06-01,Tapaninvainio
94,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,33,10/10,10/10,0,37279768,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/37279768?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,6,8,116,1.0,100%,within an hour,385.0,80-94/100,16,Entire home/apt,4.5-5.0/5.0,10/10,385.0,0.0,22,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2017-10-01,Kluuvi
95,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,11,10/10,10/10,0,22759628,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/22759628?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,20,1,0.9,2,10,65,37.0,50-89%,within an hour,385.0,80-94/100,51,Private room,3.6-4.4/5.0,10/10,385.0,0.9,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2013-04-01,Siltasaari
96,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,4.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,21821456,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/21821456?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,2,0.0,6,11,122,1.0,100%,within an hour,385.0,80-94/100,62,Entire home/apt,3.6-4.4/5.0,10/10,385.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2017-05-01,Etu-Töölö
97,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,0.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,24,10/10,10/10,0,31390306,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/31390306?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,7,1,0.0,3,14,101,37.0,100%,within an hour,385.0,80-94/100,10,Entire home/apt,4.5-5.0/5.0,10/10,385.0,0.85,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2016-05-01,Torkkelinmäki
98,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,4.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,21571373,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/21571373?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,2,0.0,6,15,115,1.0,100%,within an hour,385.0,80-94/100,78,Entire home/apt,3.6-4.4/5.0,10/10,385.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2017-05-01,Punavuori
99,10/10,1.0,1.0,0.0,4.5-5.0/5.0,2.0,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,20,10/10,10/10,0,40342883,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/40342883?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.8,4,7,88,1.0,100%,within an hour,385.0,80-94/100,16,Entire home/apt,4.5-5.0/5.0,10/10,385.0,0.85,16,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-06-01,Taka-Töölö
100,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,7.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,0,10/10,10/10,0,15459751,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/15459751?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,360,1,0.85,10,43,95,1.0,100%,within an hour,385.0,80-94/100,237,Entire home/apt,4.5-5.0/5.0,10/10,385.0,0.9,22,272,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2013-11-01,Patola
101,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,0,10/10,10/10,0,26804939,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/26804939?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.7,4,5,83,1.0,50-89%,within a few hours,385.0,80-94/100,36,Entire home/apt,3.6-4.4/5.0,10/10,385.0,0.8,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-03-01,Linjat
102,10/10,1.0,1.0,0.0,nan,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,5,10/10,10/10,0,41006272,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/41006272?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,2,6,45,1.0,100%,within an hour,385.0,80-94/100,2,Shared room,nan,10/10,385.0,0.0,11,434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2019-12-01,Etu-Töölö
103,10/10,1.0,1.0,0.0,nan,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,41800605,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/41800605?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,2,18,55,45.0,100%,within an hour,385.0,80-94/100,0,Private room,nan,10/10,385.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2020-01-01,Vilhonvuori
104,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,2.0,3.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,49,10/10,10/10,0,31800006,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/31800006?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,6,15,164,47.0,100%,within an hour,385.0,80-94/100,36,Entire home/apt,4.5-5.0/5.0,10/10,385.0,0.0,33,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2018-12-01,Punavuori
105,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,2.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,41639650,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/41639650?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,7,1,0.85,2,9,90,1.0,100%,within a few hours,385.0,80-94/100,5,Entire home/apt,3.6-4.4/5.0,10/10,385.0,0.89,0,4347,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019-09-01,Vilhonvuori
106,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.5,2.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,43,10/10,10/10,0,11349996,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/11349996?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,90,1,0.84,5,46,201,1.0,0-49%,unknown,385.0,80-94/100,204,Entire home/apt,3.6-4.4/5.0,10/10,385.0,0.9,22,217,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-09-01,Kamppi
107,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_MODERATE,10/10,Helsinki,27,10/10,10/10,0,11995784,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/11995784?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,60,1,0.65,2,14,96,1.0,100%,within an hour,385.0,80-94/100,112,Private room,4.5-5.0/5.0,10/10,385.0,0.9,22,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-10-01,Kaartinkaupunki
108,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,2.0,3.0,1,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,0,28039361,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/28039361?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,6,23,154,35.0,100%,within an hour,62.0,80-94/100,84,Entire home/apt,4.5-5.0/5.0,9/10,62.0,0.0,11,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2016-03-01,Etu-Töölö
109,9/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,0.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,0,30979980,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/30979980?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.85,5,9,122,1.0,100%,within an hour,62.0,80-94/100,11,Entire home/apt,3.6-4.4/5.0,9/10,62.0,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-06-01,Kamppi
